node_id	pr_value
663930	0.0001734081332839168
482708	9.365090292494152e-05
1034017	5.467743570616778e-05
663559	4.9105208818233136e-05
357530	4.5291407828365334e-05
1120567	4.466806879322074e-05
663605	4.3100512570399716e-05
663682	3.7153741443989757e-05
1108860	3.609207864235867e-05
664788	3.414363128811747e-05
